우유,달걀,콩,닭,돼지,소,생선
"감자스프, 시리얼, 버섯스프, 콘스프, 체다치즈스프, 요거트, 라떼, 모카, 카라멜마끼아또, 핫초코, 아이스크림, 요거트, 빙수, 쉐이크, 밀크티, 크림파스타","스크램블드에그, 계란탕, 계란찜","콩국수, 두부전골","닭꼬치, 삼계탕, 닭도리탕, 치킨, 닭갈비, 닭강정, 닭발, 깐풍기","감자탕, 돼지불백, 삼겹살, 콩나물불고기, 돼지국밥, 제육덮밥, 순대국, 족발, 보쌈, 스팸, 돼지껍데기","소불고기, 갈비탕, 스테이크, 갈비찜, 규동, 육회","어묵꼬치, 매운탕, 오뎅탕, 사케동, 연어, 갈치구이, 고등어조림, 황태국, 꼼장어, 장어구이, 동태찌개"
